Project: Evolutionary Intensity Measures for More Accurate and Informative Liquefaction Hazard Evaluation,,,,
Exp8: 72 to 94% Relative Density Cyclic Simple Shear Tests under Modulated Sine Loadings,,,,
Operator: Wing Shun Kwan,,,,
Date: 2013-08-05,,,,
,,,,
Time [sec],Shear Strain [%],Shear Stress [kPa],Effective Vertical Stress [kPa],Excess Pore Pressure [kPa]
0.001,0.000422788,0,103.5218964,-0.2
0.013,0.001268365,0,103.5095194,0
0.026,-0.000845577,0,103.5218964,-0.2
0.038,0.001268365,0,103.4738185,0
0.051,-0.001268365,0,103.4861955,-0.2
0.064,0.000422788,0,103.4738185,0
0.076,-0.001268365,0,103.4861955,-0.2
0.089,0,0,103.480007,-0.1
0.102,-0.000845577,-0.032956547,103.480007,-0.1
0.115,0.000422788,-0.032956547,103.480007,-0.1
0.127,-0.000845577,-0.032956547,103.480007,-0.1
0.14,0.001268365,-0.032956547,103.480007,-0.1
0.153,0.000422788,0,103.480007,-0.1
0.165,0.000422788,0,103.4861955,-0.2
0.178,0.001268365,0,103.4738185,0
0.191,0.000422788,0,103.4861955,-0.2
0.203,0.000422788,-0.032956547,103.4738185,0
0.216,0,0,103.4861955,-0.2
0.229,0,-0.032956547,103.480007,-0.1
0.242,-0.000845577,0,103.4861955,-0.2
0.254,0,0,103.480007,-0.1
0.267,-0.002113941,0,103.4861955,-0.2
0.28,0,0,103.4738185,0
0.292,-0.002959518,0.032956547,103.4861955,-0.2
0.305,-0.000845577,0.032956547,103.480007,-0.1
0.318,-0.002113941,0.032956547,103.4861955,-0.2
0.33,-0.000845577,0.032956547,103.480007,-0.1
0.343,-0.002959518,0.032956547,103.4861955,-0.2
0.356,0,0.065913094,103.480007,-0.1
0.369,-0.002113941,0.032956547,103.480007,-0.1
0.381,0,0.032956547,103.380007,0
0.394,-0.001268365,0.032956547,103.380007,0
0.407,0,0.032956547,103.3861955,-0.1
0.419,-0.001268365,0.032956547,103.3861955,-0.1
0.432,0.001268365,0.032956547,103.3861955,-0.1
0.445,-0.000845577,0.065913094,103.3861955,-0.1
0.458,0.000422788,0.065913094,103.3861955,-0.1
0.47,-0.000845577,0.065913094,103.3861955,-0.1
0.483,0.000422788,0.100090254,103.3861955,-0.1
0.496,-0.000845577,0.100090254,103.380007,0
0.508,0,0.100090254,103.3861955,-0.1
0.521,-0.001268365,0.100090254,103.3861955,-0.1
0.534,0,0.100090254,103.3861955,-0.1
0.546,-0.000845577,0.100090254,103.3861955,-0.1
0.559,0,0.133046802,103.380007,0
0.572,0.000422788,0.133046802,103.3861955,-0.1
0.585,0,0.133046802,103.380007,0
0.597,0.000422788,0.133046802,103.3861955,-0.1
0.61,0,0.133046802,103.480007,-0.1
0.623,0.000422788,0.133046802,103.480007,-0.1
0.635,0,0.133046802,103.480007,-0.1
0.648,0.001268365,0.133046802,103.480007,-0.1
