Project: Evolutionary Intensity Measures for More Accurate and Informative Liquefaction Hazard Evaluation,,,,
Exp8: 72 to 94% Relative Density Cyclic Simple Shear Tests under Modulated Sine Loadings,,,,
Operator: Wing Shun Kwan,,,,
Date: 2013-08-09,,,,
,,,,
Time [sec],Shear Strain [%],Shear Stress [kPa],Effective Vertical Stress [kPa],Excess Pore Pressure [kPa]
0.001,0.002555062,-0.032956547,102.9874655,0.2
0.013,0.002555062,-0.032956547,102.9698534,0.1
0.026,0.002555062,-0.032956547,102.8636649,0.3
0.038,0.002555062,-0.032956547,102.8698534,0.2
0.051,0.002555062,-0.032956547,102.8636649,0.3
0.064,0.002555062,-0.032956547,102.8698534,0.2
0.076,0.002555062,-0.032956547,102.8698534,0.2
0.089,0.002129218,-0.032956547,102.8698534,0.2
0.102,0.002555062,-0.032956547,102.8698534,0.2
0.115,0.002129218,-0.032956547,102.8698534,0.2
0.127,0.002129218,-0.032956547,102.8698534,0.2
0.14,0.002129218,-0.032956547,102.8698534,0.2
0.153,0.002555062,-0.032956547,102.8698534,0.2
0.165,0.002129218,-0.032956547,102.8698534,0.2
0.178,0.002555062,-0.032956547,102.8698534,0.2
0.191,0.002129218,-0.032956547,102.8698534,0.2
0.203,0.002129218,-0.032956547,102.8698534,0.2
0.216,0.002129218,-0.032956547,102.8698534,0.2
0.229,0.002555062,-0.032956547,102.8698534,0.2
0.242,0.002555062,-0.032956547,102.8698534,0.2
0.254,0.002555062,-0.032956547,102.8698534,0.2
0.267,0.002129218,-0.032956547,102.8698534,0.2
0.28,0.002555062,-0.032956547,102.8698534,0.2
0.292,0.002129218,-0.032956547,102.8698534,0.2
0.305,0.002555062,-0.032956547,102.8698534,0.2
0.318,0.002555062,-0.032956547,102.8698534,0.2
0.33,0.002555062,-0.032956547,102.8698534,0.2
0.343,0.002129218,-0.032956547,102.8698534,0.2
0.356,0.002129218,-0.032956547,102.8698534,0.2
0.369,0.002129218,-0.032956547,102.8698534,0.2
0.381,0.002555062,-0.032956547,102.8698534,0.2
0.394,0.002555062,-0.032956547,102.8698534,0.2
0.407,0.002555062,-0.032956547,102.8698534,0.2
0.419,0.002555062,-0.032956547,102.8698534,0.2
0.432,0.002555062,-0.032956547,102.8760419,0.1
0.445,0.002555062,-0.032956547,102.8698534,0.2
0.458,0.002555062,-0.032956547,102.8698534,0.2
0.47,0.002555062,-0.032956547,102.8698534,0.2
0.483,0.002555062,-0.032956547,102.8760419,0.1
0.496,0.002555062,-0.032956547,102.8698534,0.2
0.508,0.002555062,-0.032956547,102.8760419,0.1
0.521,0.002555062,-0.032956547,102.8698534,0.2
0.534,0.002555062,-0.032956547,102.8760419,0.1
0.546,0.002555062,-0.032956547,102.8698534,0.2
0.559,0.002129218,-0.032956547,102.8760419,0.1
0.572,0.002555062,-0.032956547,102.8698534,0.2
0.585,0.002129218,-0.032956547,102.8760419,0.1
0.597,0.002555062,-0.032956547,102.8698534,0.2
0.61,0.002555062,-0.032956547,102.8698534,0.2
0.623,0.002555062,-0.032956547,102.8698534,0.2
0.635,0.002555062,-0.032956547,102.8698534,0.2
0.648,0.002555062,-0.032956547,102.8698534,0.2
0.661,0.002129218,-0.032956547,102.8698534,0.2
0.673,0.002555062,-0.032956547,102.8698534,0.2
0.686,0.002555062,0,102.8698534,0.2
0.699,0.002555062,0,102.8698534,0.2
0.712,0.002555062,-0.032956547,102.8698534,0.2
0.724,0.002555062,-0.032956547,102.8698534,0.2
0.737,0.002555062,-0.032956547,102.8698534,0.2
0.75,0.002555062,-0.032956547,102.8760419,0.1
0.762,0.002555062,-0.032956547,102.8698534,0.2
0.775,0.002555062,-0.032956547,102.8760419,0.1
0.788,0.002555062,-0.032956547,102.8698534,0.2
0.801,0.002129218,-0.032956547,102.8760419,0.1
0.813,0.002555062,-0.032956547,102.8698534,0.2
0.826,0.002555062,-0.032956547,102.8698534,0.2
0.839,0.002555062,-0.032956547,102.8698534,0.2
0.851,0.002129218,-0.032956547,102.8698534,0.2
0.864,0.002555062,-0.032956547,102.8698534,0.2
0.877,0.002555062,-0.032956547,102.9698534,0.1
0.889,0.002555062,-0.032956547,102.9636649,0.2
0.902,0.002129218,-0.032956547,102.9636649,0.2
0.915,0.002129218,-0.032956547,102.9698534,0.1
