Project: Evolutionary Intensity Measures for More Accurate and Informative Liquefaction Hazard Evaluation,,,,
Exp9: 33 to 55% Relative Density Cyclic Simple Shear Tests under Transient Loadings,,,,
Operator: Wing Shun Kwan,,,,
Date: 2013-07-06,,,,
,,,,
Time [sec],Shear Strain [%],Shear Stress [kPa],Effective Vertical Stress [kPa],Excess Pore Pressure [kPa]
0.001,0.001287725,-2.421695913,102.9659895,-0.2
0.013,0.000429242,-2.421695913,102.959801,-0.1
0.026,0.000429242,-2.45465246,102.9659895,-0.2
0.038,0.000429242,-2.553522102,102.9360005,-0.1
0.051,0.000429242,-2.653612356,103.0360005,-0.2
0.064,0.000429242,-2.786659158,103.0002996,-0.2
0.076,0.000429242,-2.819615705,103.0002996,-0.2
0.089,0.000429242,-2.819615705,103.0941111,-0.2
0.102,0.000429242,-2.786659158,103.0941111,-0.2
0.115,0.000429242,-2.71952545,102.9941111,-0.1
0.127,0.000429242,-2.653612356,103.0002996,-0.2
0.14,0.000429242,-2.620655809,103.0002996,-0.2
0.153,0.000429242,-2.587699262,102.9002996,-0.1
0.165,0.000429242,-2.587699262,102.9002996,-0.1
0.178,0.000429242,-2.587699262,103.0002996,-0.2
0.191,0.000429242,-2.553522102,103.0360005,-0.2
0.203,0.000429242,-2.520565554,102.9360005,-0.1
0.216,0.000429242,-2.520565554,103.0360005,-0.2
0.229,0.000429242,-2.520565554,102.9360005,-0.1
0.242,0.000429242,-2.520565554,102.9360005,-0.1
0.254,0.000429242,-2.520565554,102.9360005,-0.1
0.267,0.000429242,-2.520565554,102.9360005,-0.1
0.28,0.000429242,-2.520565554,102.9360005,-0.1
0.292,0.000429242,-2.520565554,102.9360005,-0.1
0.305,0.000429242,-2.520565554,102.9360005,-0.1
0.318,0.000429242,-2.520565554,102.9360005,-0.1
0.33,0.000429242,-2.487609007,102.942189,-0.2
0.343,0.000429242,-2.520565554,102.9360005,-0.1
0.356,0.000429242,-2.520565554,103.0360005,-0.2
0.369,0.000429242,-2.520565554,102.9941111,-0.1
0.381,0.000429242,-2.520565554,103.0360005,-0.2
0.394,0.000429242,-2.520565554,103.0298119,-0.1
0.407,0.000429242,-2.520565554,103.0360005,-0.2
0.419,0.000429242,-2.520565554,103.0298119,-0.1
0.432,0.000429242,-2.520565554,103.0360005,-0.2
0.445,0.000429242,-2.520565554,103.0298119,-0.1
0.458,0.000429242,-2.520565554,103.0360005,-0.2
0.47,0.000429242,-2.520565554,103.0002996,-0.2
0.483,0.000429242,-2.553522102,103.0360005,-0.2
0.496,0.000429242,-2.553522102,103.0002996,-0.2
0.508,0.001287725,-2.553522102,102.9002996,-0.1
0.521,0.001287725,-2.553522102,102.9064881,-0.2
0.534,0.000429242,-2.553522102,102.9360005,-0.1
0.546,0.000429242,-2.553522102,102.942189,-0.2
0.559,0.000429242,-2.553522102,102.9298119,0
0.572,0.000429242,-2.587699262,102.942189,-0.2
0.585,0.000429242,-2.553522102,102.9360005,-0.1
0.597,0.000429242,-2.587699262,102.942189,-0.2
0.61,0.000429242,-2.587699262,102.9298119,0
0.623,0.000429242,-2.587699262,103.042189,-0.3
0.635,0.000429242,-2.587699262,103.0298119,-0.1
0.648,0.000429242,-2.587699262,102.942189,-0.2
0.661,0.000429242,-2.587699262,102.9360005,-0.1
0.673,0.000429242,-2.587699262,102.942189,-0.2
0.686,0.000429242,-2.587699262,102.9360005,-0.1
0.699,0.000429242,-2.587699262,102.9360005,-0.1
0.712,0.000429242,-2.587699262,102.942189,-0.2
0.724,0.000429242,-2.587699262,102.9360005,-0.1
0.737,0.000429242,-2.587699262,102.9064881,-0.2
0.75,0.000429242,-2.587699262,102.9360005,-0.1
0.762,0.000429242,-2.587699262,102.942189,-0.2
0.775,0.000429242,-2.587699262,103.0298119,-0.1
0.788,0.000429242,-2.587699262,103.0360005,-0.2
0.801,0.000429242,-2.587699262,103.0298119,-0.1
0.813,0.000429242,-2.587699262,102.942189,-0.2
0.826,0.000429242,-2.620655809,103.0298119,-0.1
0.839,0.000429242,-2.620655809,103.042189,-0.3
0.851,0.000429242,-2.620655809,103.0360005,-0.2
0.864,0.000429242,-2.587699262,103.042189,-0.3
0.877,0.000429242,-2.587699262,103.0360005,-0.2
0.889,0.000429242,-2.587699262,102.942189,-0.2
0.902,0.000429242,-2.587699262,102.9360005,-0.1
0.915,0.000429242,-2.587699262,102.942189,-0.2
0.928,0.000429242,-2.587699262,102.9360005,-0.1
0.94,0.000429242,-2.587699262,102.942189,-0.2
0.953,0.000429242,-2.587699262,102.9360005,-0.1
0.966,0.000429242,-2.587699262,102.942189,-0.2
0.978,0.000429242,-2.587699262,102.942189,-0.2
0.991,0.000429242,-2.587699262,102.942189,-0.2
1.004,0.000429242,-2.587699262,102.9360005,-0.1
1.016,0.000429242,-2.587699262,102.9360005,-0.1
1.029,0.000429242,-2.587699262,102.942189,-0.2
1.042,0.000429242,-2.587699262,102.9360005,-0.1
1.055,0.000429242,-2.587699262,103.0360005,-0.2
1.067,0.000429242,-2.553522102,103.0298119,-0.1
1.08,0.000429242,-2.553522102,103.0298119,-0.1
1.093,0.000429242,-2.553522102,103.0360005,-0.2
1.105,0.000429242,-2.553522102,103.0298119,-0.1
1.118,0.000429242,-2.553522102,103.0298119,-0.1
1.131,0.000429242,-2.553522102,103.0360005,-0.2
1.144,0.000429242,-2.553522102,102.9360005,-0.1
1.156,0.000429242,-2.553522102,102.9360005,-0.1
1.169,0.000429242,-2.553522102,102.9360005,-0.1
