Project: Evolutionary Intensity Measures for More Accurate and Informative Liquefaction Hazard Evaluation,,,,
Exp9: 33 to 55% Relative Density Cyclic Simple Shear Tests under Transient Loadings,,,,
Operator: Wing Shun Kwan,,,,
Date: 2013-03-22,,,,
,,,,
Time [sec],Shear Strain [%],Shear Stress [kPa],Effective Vertical Stress [kPa],Excess Pore Pressure [kPa]
0.001,0.003412933,0,102.6816554,0.3
0.013,0.003412933,0.032956547,102.6754669,0.4
0.026,0.0025597,0.065913094,102.6816554,0.3
0.038,0.0025597,0.133046802,102.6754669,0.4
0.051,0.0025597,0.166003349,102.6816554,0.3
0.064,0.0025597,0.198959896,102.6816554,0.3
0.076,0.0025597,0.166003349,102.6816554,0.3
0.089,0.0025597,0.133046802,102.6816554,0.3
0.102,0.0025597,0.100090254,102.6816554,0.3
0.115,0.0025597,0.065913094,102.6816554,0.3
0.127,0.0025597,0.065913094,102.6816554,0.3
0.14,0.0025597,0.032956547,102.6754669,0.4
0.153,0.001706466,0.032956547,102.6816554,0.3
0.165,0.0025597,0.032956547,102.6816554,0.3
0.178,0.0025597,0,102.6816554,0.3
0.191,0.0025597,0,102.6754669,0.4
0.203,0.0025597,0.032956547,102.6816554,0.3
0.216,0.0025597,0.032956547,102.6754669,0.4
0.229,0.0025597,0.032956547,102.6816554,0.3
0.242,0.0025597,0,102.6754669,0.4
0.254,0.0025597,0,102.6816554,0.3
0.267,0.0025597,0.032956547,102.6754669,0.4
0.28,0.0025597,0,102.6816554,0.3
0.292,0.0025597,0,102.6816554,0.3
0.305,0.0025597,0,102.6816554,0.3
0.318,0.0025597,0,102.6754669,0.4
0.33,0.0025597,0,102.6754669,0.4
0.343,0.0025597,0.032956547,102.6816554,0.3
0.356,0.0025597,0.032956547,102.6754669,0.4
0.369,0.0025597,0.032956547,102.6816554,0.3
0.381,0.0025597,0,102.6754669,0.4
0.394,0.0025597,0,102.6816554,0.3
0.407,0.0025597,0,102.6754669,0.4
0.419,0.0025597,0,102.6816554,0.3
0.432,0.0025597,0.032956547,102.6754669,0.4
0.445,0.0025597,0.032956547,102.6816554,0.3
0.458,0.0025597,0.032956547,102.6754669,0.4
0.47,0.0025597,0.032956547,102.6816554,0.3
0.483,0.0025597,0.032956547,102.6754669,0.4
0.496,0.0025597,0.032956547,102.6816554,0.3
0.508,0.0025597,0.032956547,102.6754669,0.4
0.521,0.0025597,0.032956547,102.6816554,0.3
0.534,0.0025597,0.065913094,102.6816554,0.3
0.546,0.0025597,0.065913094,102.6816554,0.3
0.559,0.0025597,0.065913094,102.6816554,0.3
0.572,0.0025597,0.065913094,102.6754669,0.4
0.585,0.0025597,0.065913094,102.6816554,0.3
0.597,0.001706466,0.065913094,102.6754669,0.4
0.61,0.0025597,0.065913094,102.6816554,0.3
0.623,0.0025597,0.100090254,102.6754669,0.4
0.635,0.0025597,0.100090254,102.6878439,0.2
0.648,0.0025597,0.100090254,102.6754669,0.4
0.661,0.0025597,0.133046802,102.6878439,0.2
0.673,0.0025597,0.133046802,102.6754669,0.4
0.686,0.0025597,0.133046802,102.6816554,0.3
0.699,0.0025597,0.166003349,102.6754669,0.4
0.712,0.0025597,0.166003349,102.6816554,0.3
0.724,0.0025597,0.166003349,102.6754669,0.4
0.737,0.0025597,0.166003349,102.6816554,0.3
0.75,0.0025597,0.166003349,102.6816554,0.3
0.762,0.0025597,0.166003349,102.6816554,0.3
0.775,0.0025597,0.166003349,102.6816554,0.3
0.788,0.003412933,0.166003349,102.6754669,0.4
0.801,0.003412933,0.166003349,102.6816554,0.3
0.813,0.003412933,0.166003349,102.6754669,0.4
0.826,0.0025597,0.133046802,102.6816554,0.3
0.839,0.0025597,0.133046802,102.6754669,0.4
0.851,0.0025597,0.133046802,102.6816554,0.3
0.864,0.0025597,0.133046802,102.6754669,0.4
0.877,0.0025597,0.133046802,102.6816554,0.3
0.889,0.0025597,0.133046802,102.6754669,0.4
0.902,0.0025597,0.133046802,102.6816554,0.3
0.915,0.0025597,0.133046802,102.6754669,0.4
0.928,0.0025597,0.133046802,102.6816554,0.3
0.94,0.0025597,0.133046802,102.6754669,0.4
0.953,0.0025597,0.133046802,102.6816554,0.3
0.966,0.0025597,0.166003349,102.6754669,0.4
0.978,0.0025597,0.166003349,102.6816554,0.3
0.991,0.0025597,0.166003349,102.6816554,0.3
1.004,0.0025597,0.166003349,102.6816554,0.3
1.016,0.0025597,0.198959896,102.6754669,0.4
1.029,0.0025597,0.198959896,102.6816554,0.3
1.042,0.0025597,0.198959896,102.6754669,0.4
1.055,0.0025597,0.231916443,102.6816554,0.3
1.067,0.0025597,0.231916443,102.6754669,0.4
1.08,0.0025597,0.26487299,102.6816554,0.3
1.093,0.0025597,0.26487299,102.6754669,0.4
1.105,0.0025597,0.26487299,102.6816554,0.3
1.118,0.0025597,0.26487299,102.6754669,0.4
1.131,0.0025597,0.299050151,102.6816554,0.3
1.144,0.0025597,0.299050151,102.6992675,0.4
1.156,0.0025597,0.332006698,102.705456,0.3
1.169,0.0025597,0.332006698,102.6992675,0.4
1.182,0.0025597,0.332006698,102.6816554,0.3
1.194,0.0025597,0.332006698,102.6754669,0.4
1.207,0.0025597,0.332006698,102.6816554,0.3
1.22,0.0025597,0.332006698,102.6754669,0.4
1.232,0.0025597,0.299050151,102.6816554,0.3
1.245,0.0025597,0.299050151,102.6754669,0.4
1.258,0.0025597,0.26487299,102.6816554,0.3
1.271,0.0025597,0.231916443,102.6816554,0.3
1.283,0.0025597,0.166003349,102.6816554,0.3
1.296,0.0025597,0.100090254,102.6816554,0.3
1.309,0.0025597,0.032956547,102.6754669,0.4
1.321,0.0025597,-0.032956547,102.6816554,0.3
1.334,0.0025597,-0.133046802,102.6754669,0.4
1.347,0.0025597,-0.231916443,102.6816554,0.3
1.359,0.0025597,-0.364963245,102.7754669,0.3
1.372,0.003412933,-0.463832887,102.7459545,0.2
1.385,0.003412933,-0.596879688,102.739766,0.3
1.398,0.003839549,-0.696969943,102.7459545,0.2
1.41,0.003839549,-0.828796131,102.739766,0.3
1.423,0.003839549,-0.928886386,102.7459545,0.2
1.436,0.004692783,-1.027756028,102.7040651,0.3
1.448,0.004692783,-1.127846282,102.7459545,0.2
1.461,0.005119399,-1.226715924,102.7102536,0.2
1.474,0.005119399,-1.293849631,102.7040651,0.3
1.487,0.005119399,-1.359762725,102.7102536,0.2
1.499,0.005972633,-1.426896432,102.7102536,0.2
1.512,0.005972633,-1.45985298,102.7102536,0.2
1.525,0.005972633,-1.492809527,102.7040651,0.3
1.537,0.005972633,-1.525766074,102.7102536,0.2
1.55,0.005972633,-1.525766074,102.6802646,0.3
1.563,0.006399249,-1.525766074,102.6864531,0.2
1.575,0.006399249,-1.525766074,102.6802646,0.3
1.588,0.006399249,-1.558722621,102.5926416,0.2
1.601,0.006399249,-1.525766074,102.5802646,0.4
1.614,0.006399249,-1.492809527,102.5864531,0.3
1.626,0.006399249,-1.45985298,102.5802646,0.4
1.639,0.006399249,-1.426896432,102.5864531,0.3
1.652,0.006399249,-1.326806178,102.5864531,0.3
1.664,0.006399249,-1.260893084,102.5864531,0.3
1.677,0.006399249,-1.160802829,102.5864531,0.3
1.69,0.006399249,-1.094889735,102.5802646,0.4
1.702,0.006399249,-0.99479948,102.5864531,0.3
1.715,0.006399249,-0.862973292,102.5802646,0.4
1.728,0.006399249,-0.762883037,102.6102536,0.3
1.741,0.006399249,-0.662792783,102.6040651,0.4
1.753,0.006399249,-0.530966594,102.6102536,0.3
1.766,0.006399249,-0.397919792,102.6040651,0.4
1.779,0.005972633,-0.26487299,102.6459545,0.3
1.791,0.005972633,-0.133046802,102.639766,0.4
1.804,0.005972633,0,102.6459545,0.3
1.817,0.005972633,0.133046802,102.639766,0.4
1.83,0.005972633,0.231916443,102.6459545,0.3
1.842,0.005972633,0.364963245,102.539766,0.5
1.855,0.005972633,0.463832887,102.5459545,0.4
1.868,0.005972633,0.596879688,102.5754669,0.5
1.88,0.005972633,0.696969943,102.5816554,0.4
1.893,0.005119399,0.795839584,102.5816554,0.4
1.906,0.005119399,0.928886386,102.5816554,0.4
1.918,0.005119399,1.027756028,102.5816554,0.4
1.931,0.005119399,1.127846282,102.5816554,0.4
1.944,0.004692783,1.226715924,102.4754669,0.6
1.957,0.004692783,1.326806178,102.4816554,0.5
1.969,0.004692783,1.392719272,102.4754669,0.6
1.982,0.004692783,1.492809527,102.505456,0.5
1.995,0.003839549,1.591679168,102.4992675,0.6
2.007,0.003839549,1.691769423,102.505456,0.5
2.02,0.003839549,1.757682517,102.4349683,0.7
2.033,0.003412933,1.857772772,102.4411568,0.6
2.045,0.003412933,1.956642413,102.4349683,0.7
2.058,0.003412933,2.023776121,102.4411568,0.6
2.071,0.003412933,2.089689215,102.4349683,0.7
2.084,0.003412933,2.155602309,102.4411568,0.6
2.096,0.0025597,2.18977947,102.4349683,0.7
2.109,0.0025597,2.222736017,102.4411568,0.6
2.122,0.001706466,2.255692564,102.4349683,0.7
2.134,0.001706466,2.288649111,102.4411568,0.6
2.147,0.001706466,2.288649111,102.3349683,0.8
2.16,0.001706466,2.255692564,102.4411568,0.6
2.173,0.001706466,2.222736017,102.4411568,0.6
2.185,0.0025597,2.18977947,102.4411568,0.6
2.198,0.0025597,2.155602309,102.4411568,0.6
2.211,0.0025597,2.122645762,102.4349683,0.7
2.223,0.001706466,2.089689215,102.4411568,0.6
2.236,0.00127985,2.023776121,102.3992675,0.7
2.249,0.001706466,1.956642413,102.405456,0.6
2.261,0.001706466,1.923685866,102.3992675,0.7
2.274,0.001706466,1.857772772,102.405456,0.6
2.287,0.0025597,1.790639065,102.3992675,0.7
2.3,0.0025597,1.72472597,102.3816554,0.6
2.312,0.0025597,1.658812876,102.3754669,0.7
2.325,0.001706466,1.625856329,102.3816554,0.6
2.338,0.001706466,1.558722621,102.3754669,0.7
