Project: Evolutionary Intensity Measures for More Accurate and Informative Liquefaction Hazard Evaluation,,,,
Exp9: 33 to 55% Relative Density Cyclic Simple Shear Tests under Transient Loadings,,,,
Operator: Wing Shun Kwan,,,,
Date: 2013-01-17,,,,
,,,,
Time [sec],Shear Strain [%],Shear Stress [kPa],Effective Vertical Stress [kPa],Excess Pore Pressure [kPa]
0.001,-0.004725329,0.762883037,101.016812,0.1
0.013,-0.004725329,0.762883037,101.1106235,0.1
0.026,-0.00558448,0.696969943,100.9811111,0.1
0.038,-0.00558448,0.596879688,101.0749226,0.1
0.051,-0.00558448,0.498010047,100.9811111,0.1
0.064,-0.006014056,0.430876339,101.0811111,0
0.076,-0.006873207,0.332006698,100.9811111,0.1
0.089,-0.008161933,0.26487299,100.9811111,0.1
0.102,-0.008161933,0.231916443,100.9573106,0.1
0.115,-0.008161933,0.26487299,101.0511221,0.1
0.127,-0.007302782,0.364963245,101.0573106,0
0.14,-0.007302782,0.463832887,101.0511221,0.1
0.153,-0.006873207,0.629836235,101.0573106,0
0.165,-0.006873207,0.762883037,100.9511221,0.2
0.178,-0.006873207,0.862973292,100.9573106,0.1
0.191,-0.006014056,0.928886386,100.9511221,0.2
0.203,-0.006873207,0.928886386,100.9634991,0
0.216,-0.006014056,0.928886386,100.9573106,0.1
0.229,-0.006014056,0.895929839,100.9634991,0
0.242,-0.006014056,0.862973292,100.9511221,0.2
0.254,-0.006014056,0.795839584,100.9573106,0.1
0.267,-0.006014056,0.762883037,100.9511221,0.2
0.28,-0.006014056,0.72992649,100.9573106,0.1
0.292,-0.006873207,0.662792783,100.9511221,0.2
0.305,-0.006873207,0.629836235,100.9573106,0.1
0.318,-0.006873207,0.596879688,100.9573106,0.1
0.33,-0.006873207,0.596879688,100.9573106,0.1
0.343,-0.006873207,0.563923141,100.9573106,0.1
0.356,-0.006873207,0.563923141,101.0511221,0.1
0.369,-0.006873207,0.596879688,100.9573106,0.1
0.381,-0.006873207,0.596879688,101.0511221,0.1
0.394,-0.007302782,0.629836235,100.9573106,0.1
0.407,-0.006873207,0.662792783,100.9573106,0.1
0.419,-0.006873207,0.696969943,100.9573106,0.1
0.432,-0.006014056,0.72992649,100.9573106,0.1
0.445,-0.006014056,0.72992649,100.8573106,0.2
0.458,-0.006014056,0.762883037,100.9573106,0.1
0.47,-0.006014056,0.795839584,100.9511221,0.2
0.483,-0.006014056,0.828796131,100.9573106,0.1
0.496,-0.006014056,0.862973292,100.9511221,0.2
0.508,-0.006014056,0.895929839,100.9573106,0.1
0.521,-0.006014056,0.928886386,100.9216097,0.1
0.534,-0.006014056,0.961842933,100.9216097,0.1
0.546,-0.00558448,0.99479948,100.9573106,0.1
0.559,-0.006014056,1.027756028,100.9573106,0.1
0.572,-0.00558448,1.061933188,100.8573106,0.2
0.585,-0.00558448,1.094889735,100.9573106,0.1
0.597,-0.00558448,1.127846282,100.9573106,0.1
0.61,-0.00558448,1.127846282,100.9511221,0.2
0.623,-0.004725329,1.193759376,100.9573106,0.1
0.635,-0.003866179,1.226715924,100.9511221,0.2
0.648,-0.003866179,1.260893084,100.9573106,0.1
0.661,-0.003436603,1.293849631,100.9511221,0.2
0.673,-0.003436603,1.326806178,100.8216097,0.2
0.686,-0.003436603,1.326806178,100.8511221,0.3
0.699,-0.003436603,1.326806178,100.8573106,0.2
0.712,-0.003436603,1.326806178,100.8511221,0.3
0.724,-0.003436603,1.326806178,100.8634991,0.1
0.737,-0.002577452,1.359762725,100.8511221,0.3
0.75,-0.002577452,1.326806178,100.9573106,0.1
0.762,-0.002577452,1.359762725,100.8511221,0.3
0.775,-0.002577452,1.326806178,100.8573106,0.2
0.788,-0.002577452,1.326806178,100.8511221,0.3
0.801,-0.002577452,1.293849631,100.8573106,0.2
0.813,-0.002577452,1.260893084,100.8573106,0.2
0.826,-0.002577452,1.260893084,100.8573106,0.2
0.839,-0.003436603,1.260893084,100.8573106,0.2
0.851,-0.003436603,1.260893084,100.9573106,0.1
0.864,-0.002577452,1.226715924,100.9511221,0.2
0.877,-0.002577452,1.226715924,100.9216097,0.1
0.889,-0.002577452,1.193759376,100.8511221,0.3
0.902,-0.002577452,1.193759376,100.9573106,0.1
0.915,-0.003436603,1.160802829,100.8511221,0.3
0.928,-0.003436603,1.160802829,100.8634991,0.1
0.94,-0.003436603,1.127846282,100.8573106,0.2
0.953,-0.003436603,1.127846282,100.8634991,0.1
0.966,-0.003436603,1.094889735,100.8449335,0.4
0.978,-0.003436603,1.094889735,100.9573106,0.1
0.991,-0.003436603,1.061933188,100.9092327,0.3
1.004,-0.003436603,1.027756028,100.9216097,0.1
1.016,-0.003436603,0.99479948,100.9154212,0.2
1.029,-0.003436603,0.961842933,100.9573106,0.1
1.042,-0.003436603,0.961842933,100.9511221,0.2
1.055,-0.003436603,0.928886386,100.9573106,0.1
1.067,-0.003436603,0.895929839,100.8154212,0.3
1.08,-0.003866179,0.862973292,100.9573106,0.1
1.093,-0.003866179,0.828796131,100.9573106,0.1
1.105,-0.004725329,0.795839584,100.9573106,0.1
1.118,-0.004725329,0.762883037,100.9573106,0.1
1.131,-0.004725329,0.72992649,100.9573106,0.1
1.144,-0.004725329,0.696969943,100.9573106,0.1
1.156,-0.004725329,0.662792783,100.9511221,0.2
1.169,-0.00558448,0.629836235,100.9511221,0.2
1.182,-0.00558448,0.563923141,100.9573106,0.1
1.194,-0.00558448,0.530966594,100.9511221,0.2
1.207,-0.00558448,0.498010047,100.9573106,0.1
1.22,-0.006014056,0.463832887,100.9511221,0.2
1.232,-0.006873207,0.430876339,100.9634991,0
1.245,-0.006873207,0.397919792,100.9511221,0.2
1.258,-0.006873207,0.364963245,100.9634991,0
1.271,-0.007302782,0.332006698,100.9511221,0.2
1.283,-0.008161933,0.299050151,101.0573106,0
1.296,-0.008591508,0.26487299,100.9511221,0.2
1.309,-0.008591508,0.26487299,101.0573106,0
1.321,-0.008591508,0.231916443,100.9511221,0.2
1.334,-0.009450659,0.198959896,100.9573106,0.1
1.347,-0.009450659,0.166003349,100.9573106,0.1
1.359,-0.009450659,0.166003349,100.9573106,0.1
