Project: Evolutionary Intensity Measures for More Accurate and Informative Liquefaction Hazard Evaluation,,,,
Exp9: 33 to 55% Relative Density Cyclic Simple Shear Tests under Transient Loadings,,,,
Operator: Wing Shun Kwan,,,,
Date: 2013-07-02,,,,
,,,,
Time [sec],Shear Strain [%],Shear Stress [kPa],Effective Vertical Stress [kPa],Excess Pore Pressure [kPa]
0.001,0.003449305,-2.421695913,102.6906649,-0.2
0.013,0.003449305,-2.421695913,102.6782879,0
0.026,0.003449305,-2.421695913,102.6844764,-0.1
0.038,0.003449305,-2.421695913,102.6782879,0
0.051,0.003449305,-2.421695913,102.6487755,-0.1
0.064,0.003449305,-2.421695913,102.6487755,-0.1
0.076,0.003449305,-2.421695913,102.6844764,-0.1
0.089,0.003449305,-2.421695913,102.6844764,-0.1
0.102,0.003449305,-2.421695913,102.7782879,-0.1
0.115,0.003449305,-2.421695913,102.6844764,-0.1
0.127,0.003449305,-2.421695913,102.6782879,0
0.14,0.003449305,-2.421695913,102.6844764,-0.1
0.153,0.003449305,-2.421695913,102.6782879,0
0.165,0.003449305,-2.421695913,102.6487755,-0.1
0.178,0.003449305,-2.421695913,102.6782879,0
0.191,0.003449305,-2.421695913,102.6844764,-0.1
0.203,0.003449305,-2.421695913,102.6782879,0
0.216,0.003449305,-2.421695913,102.6844764,-0.1
0.229,0.003880469,-2.421695913,102.6782879,0
0.242,0.003449305,-2.388739366,102.6844764,-0.1
0.254,0.003449305,-2.421695913,102.642587,0
0.267,0.003449305,-2.421695913,102.6487755,-0.1
0.28,0.003449305,-2.421695913,102.642587,0
0.292,0.003449305,-2.421695913,102.6487755,-0.1
0.305,0.003449305,-2.421695913,102.642587,0
0.318,0.003449305,-2.421695913,102.6844764,-0.1
0.33,0.003449305,-2.421695913,102.6782879,0
0.343,0.003449305,-2.388739366,102.6844764,-0.1
0.356,0.003449305,-2.421695913,102.6487755,-0.1
0.369,0.003449305,-2.421695913,102.6487755,-0.1
0.381,0.003449305,-2.421695913,102.6487755,-0.1
0.394,0.003449305,-2.421695913,102.6844764,-0.1
0.407,0.003880469,-2.421695913,102.6782879,0
0.419,0.003449305,-2.421695913,102.6844764,-0.1
0.432,0.003449305,-2.421695913,102.6782879,0
0.445,0.003449305,-2.388739366,102.6844764,-0.1
0.458,0.003449305,-2.421695913,102.6782879,0
0.47,0.003449305,-2.421695913,102.6487755,-0.1
0.483,0.003449305,-2.421695913,102.642587,0
0.496,0.003449305,-2.421695913,102.6844764,-0.1
0.508,0.003449305,-2.421695913,102.6782879,0
0.521,0.003449305,-2.421695913,102.6844764,-0.1
0.534,0.003449305,-2.421695913,102.642587,0
0.546,0.003449305,-2.421695913,102.6844764,-0.1
0.559,0.003449305,-2.421695913,102.6782879,0
0.572,0.003449305,-2.388739366,102.6782879,0
0.585,0.003449305,-2.421695913,102.7782879,-0.1
0.597,0.003449305,-2.421695913,102.642587,0
0.61,0.003449305,-2.421695913,102.6782879,0
0.623,0.003449305,-2.421695913,102.6782879,0
0.635,0.003449305,-2.421695913,102.6844764,-0.1
0.648,0.003449305,-2.421695913,102.6782879,0
0.661,0.003449305,-2.421695913,102.6844764,-0.1
0.673,0.002586979,-2.388739366,102.642587,0
0.686,0.003449305,-2.421695913,102.6487755,-0.1
0.699,0.003449305,-2.388739366,102.642587,0
0.712,0.003449305,-2.421695913,102.6487755,-0.1
0.724,0.003449305,-2.421695913,102.642587,0
0.737,0.003449305,-2.421695913,102.6487755,-0.1
0.75,0.003449305,-2.388739366,102.642587,0
0.762,0.003449305,-2.388739366,102.6487755,-0.1
0.775,0.003449305,-2.388739366,102.6782879,0
0.788,0.003449305,-2.421695913,102.6844764,-0.1
0.801,0.003449305,-2.388739366,102.5844764,0
0.813,0.002586979,-2.388739366,102.5487755,0
0.826,0.003449305,-2.388739366,102.5487755,0
0.839,0.003449305,-2.388739366,102.5487755,0
0.851,0.003449305,-2.421695913,102.5487755,0
0.864,0.003449305,-2.421695913,102.6487755,-0.1
0.877,0.003449305,-2.421695913,102.6906649,-0.2
0.889,0.003449305,-2.421695913,102.6782879,0
0.902,0.003449305,-2.388739366,102.6844764,-0.1
0.915,0.003449305,-2.421695913,102.6782879,0
0.928,0.003449305,-2.421695913,102.6844764,-0.1
0.94,0.003449305,-2.388739366,102.642587,0
0.953,0.003449305,-2.421695913,102.6487755,-0.1
0.966,0.003449305,-2.421695913,102.6487755,-0.1
0.978,0.003449305,-2.421695913,102.6844764,-0.1
0.991,0.003449305,-2.388739366,102.6844764,-0.1
1.004,0.003449305,-2.388739366,102.6844764,-0.1
1.016,0.003449305,-2.388739366,102.5487755,0
1.029,0.003449305,-2.421695913,102.5487755,0
1.042,0.003449305,-2.421695913,102.5487755,0
1.055,0.003449305,-2.421695913,102.5844764,0
1.067,0.003449305,-2.421695913,102.5844764,0
1.08,0.003449305,-2.388739366,102.5782879,0.1
1.093,0.003449305,-2.388739366,102.6844764,-0.1
1.105,0.003449305,-2.388739366,102.6782879,0
1.118,0.003449305,-2.388739366,102.6844764,-0.1
1.131,0.003449305,-2.388739366,102.6782879,0
1.144,0.003449305,-2.388739366,102.6844764,-0.1
1.156,0.003449305,-2.388739366,102.642587,0
1.169,0.003449305,-2.388739366,102.6844764,-0.1
1.182,0.003449305,-2.388739366,102.642587,0
1.194,0.003449305,-2.388739366,102.6782879,0
1.207,0.003449305,-2.388739366,102.6782879,0
1.22,0.003449305,-2.388739366,102.6782879,0
1.232,0.003449305,-2.388739366,102.6782879,0
1.245,0.003449305,-2.388739366,102.642587,0
1.258,0.003449305,-2.388739366,102.6487755,-0.1
1.271,0.003449305,-2.388739366,102.642587,0
1.283,0.003449305,-2.388739366,102.6782879,0
1.296,0.003449305,-2.388739366,102.6782879,0
1.309,0.003449305,-2.388739366,102.6844764,-0.1
1.321,0.003449305,-2.388739366,102.6844764,-0.1
1.334,0.003449305,-2.388739366,102.6844764,-0.1
1.347,0.003449305,-2.354562206,102.6844764,-0.1
1.359,0.003449305,-2.354562206,102.6844764,-0.1
1.372,0.003449305,-2.354562206,102.6844764,-0.1
1.385,0.003449305,-2.354562206,102.6782879,0
1.398,0.003449305,-2.388739366,102.6844764,-0.1
1.41,0.003449305,-2.388739366,102.642587,0
1.423,0.003449305,-2.388739366,102.6487755,-0.1
1.436,0.003449305,-2.354562206,102.642587,0
1.448,0.003449305,-2.354562206,102.6487755,-0.1
1.461,0.003449305,-2.354562206,102.642587,0
1.474,0.003449305,-2.354562206,102.6844764,-0.1
1.487,0.003449305,-2.354562206,102.6782879,0
1.499,0.003449305,-2.354562206,102.6782879,0
1.512,0.003449305,-2.388739366,102.6782879,0
1.525,0.003449305,-2.388739366,102.6487755,-0.1
1.537,0.003449305,-2.388739366,102.6782879,0
1.55,0.003449305,-2.388739366,102.6844764,-0.1
1.563,0.003449305,-2.388739366,102.6844764,-0.1
1.575,0.002586979,-2.388739366,102.6782879,0
1.588,0.002586979,-2.388739366,102.6782879,0
1.601,0.003449305,-2.388739366,102.6782879,0
1.614,0.003449305,-2.388739366,102.6844764,-0.1
1.626,0.003449305,-2.388739366,102.6782879,0
1.639,0.003449305,-2.388739366,102.6487755,-0.1
1.652,0.003449305,-2.388739366,102.642587,0
1.664,0.003449305,-2.388739366,102.6844764,-0.1
1.677,0.003449305,-2.388739366,102.5782879,0.1
1.69,0.003449305,-2.388739366,102.5844764,0
1.702,0.003449305,-2.388739366,102.5844764,0
1.715,0.003449305,-2.388739366,102.5844764,0
1.728,0.003449305,-2.388739366,102.5844764,0
1.741,0.003449305,-2.388739366,102.5844764,0
1.753,0.003449305,-2.388739366,102.5844764,0
1.766,0.003449305,-2.388739366,102.5844764,0
1.779,0.003449305,-2.388739366,102.5844764,0
1.791,0.003449305,-2.388739366,102.5844764,0
1.804,0.003449305,-2.388739366,102.5906649,-0.1
1.817,0.003449305,-2.388739366,102.5844764,0
1.83,0.003449305,-2.388739366,102.5906649,-0.1
1.842,0.002586979,-2.388739366,102.5782879,0.1
1.855,0.003449305,-2.388739366,102.5906649,-0.1
1.868,0.003449305,-2.388739366,102.6782879,0
1.88,0.003449305,-2.388739366,102.6487755,-0.1
1.893,0.003449305,-2.388739366,102.6363985,0.1
1.906,0.003449305,-2.388739366,102.6487755,-0.1
1.918,0.003449305,-2.388739366,102.642587,0
1.931,0.003449305,-2.421695913,102.6487755,-0.1
1.944,0.003449305,-2.388739366,102.642587,0
1.957,0.003449305,-2.388739366,102.6782879,0
1.969,0.003449305,-2.388739366,102.6844764,-0.1
1.982,0.003449305,-2.388739366,102.6782879,0
1.995,0.003449305,-2.388739366,102.6844764,-0.1
2.007,0.003449305,-2.421695913,102.6782879,0
2.02,0.003449305,-2.388739366,102.6487755,-0.1
2.033,0.003449305,-2.388739366,102.642587,0
2.045,0.003449305,-2.388739366,102.6487755,-0.1
2.058,0.003449305,-2.421695913,102.6782879,0
2.071,0.002586979,-2.388739366,102.6844764,-0.1
2.084,0.002586979,-2.388739366,102.6782879,0
2.096,0.003449305,-2.388739366,102.6844764,-0.1
2.109,0.003449305,-2.388739366,102.642587,0
2.122,0.003449305,-2.388739366,102.6487755,-0.1
2.134,0.003449305,-2.388739366,102.642587,0
2.147,0.003449305,-2.388739366,102.6487755,-0.1
2.16,0.003449305,-2.388739366,102.642587,0
2.173,0.003449305,-2.388739366,102.6487755,-0.1
2.185,0.002586979,-2.388739366,102.5844764,0
2.198,0.002586979,-2.388739366,102.5487755,0
2.211,0.002586979,-2.354562206,102.5487755,0
2.223,0.003449305,-2.388739366,102.5487755,0
2.236,0.003449305,-2.354562206,102.5487755,0
2.249,0.003449305,-2.354562206,102.5487755,0
2.261,0.003449305,-2.388739366,102.5487755,0
2.274,0.003449305,-2.388739366,102.5844764,0
2.287,0.003449305,-2.388739366,102.5844764,0
2.3,0.003449305,-2.354562206,102.5844764,0
2.312,0.003449305,-2.354562206,102.5844764,0
2.325,0.003449305,-2.354562206,102.5487755,0
2.338,0.003449305,-2.354562206,102.5487755,0
2.35,0.003449305,-2.354562206,102.5487755,0
2.363,0.003449305,-2.354562206,102.5487755,0
2.376,0.003449305,-2.354562206,102.5844764,0
2.388,0.003449305,-2.354562206,102.5844764,0
2.401,0.003449305,-2.354562206,102.5844764,0
2.414,0.003449305,-2.354562206,102.5487755,0
2.427,0.003449305,-2.354562206,102.5844764,0
2.439,0.003449305,-2.321605658,102.5782879,0.1
2.452,0.003449305,-2.321605658,102.5844764,0
2.465,0.003449305,-2.321605658,102.5844764,0
2.477,0.003449305,-2.321605658,102.5844764,0
2.49,0.003449305,-2.321605658,102.5844764,0
2.503,0.003449305,-2.321605658,102.5844764,0
2.516,0.003449305,-2.321605658,102.5844764,0
2.528,0.003449305,-2.321605658,102.5844764,0
2.541,0.003449305,-2.321605658,102.5844764,0
2.554,0.003449305,-2.321605658,102.5782879,0.1
2.566,0.003449305,-2.321605658,102.5906649,-0.1
2.579,0.003449305,-2.321605658,102.5782879,0.1
2.592,0.003449305,-2.321605658,102.5906649,-0.1
2.604,0.003449305,-2.321605658,102.6782879,0
2.617,0.003449305,-2.321605658,102.6844764,-0.1
2.63,0.003449305,-2.321605658,102.6363985,0.1
2.643,0.003449305,-2.354562206,102.6487755,-0.1
2.655,0.003449305,-2.354562206,102.6720994,0.1
2.668,0.003449305,-2.354562206,102.6782879,0
2.681,0.003449305,-2.354562206,102.6782879,0
2.693,0.003449305,-2.321605658,102.6844764,-0.1
