Project: Evolutionary Intensity Measures for More Accurate and Informative Liquefaction Hazard Evaluation,,,,
Exp9: 33 to 55% Relative Density Cyclic Simple Shear Tests under Transient Loadings,,,,
Operator: Wing Shun Kwan,,,,
Date: 2013-03-29,,,,
,,,,
Time [sec],Shear Strain [%],Shear Stress [kPa],Effective Vertical Stress [kPa],Excess Pore Pressure [kPa]
0.001,0.001284696,-0.397919792,101.9534916,0.3
0.013,0.001284696,-0.397919792,101.9534916,0.3
0.026,0.001284696,-0.397919792,101.929691,0.3
0.038,0.001284696,-0.364963245,101.929691,0.3
0.051,0.001284696,-0.364963245,101.929691,0.3
0.064,0.001284696,-0.364963245,101.929691,0.3
0.076,0.000856464,-0.332006698,101.929691,0.3
0.089,0.001284696,-0.332006698,101.929691,0.3
0.102,0.001284696,-0.364963245,101.929691,0.3
0.115,0.001284696,-0.364963245,101.929691,0.3
0.127,0.001284696,-0.364963245,101.929691,0.3
0.14,0.000856464,-0.364963245,101.929691,0.3
0.153,0.000856464,-0.364963245,101.929691,0.3
0.165,0.000856464,-0.364963245,101.929691,0.3
0.178,0.000856464,-0.364963245,101.929691,0.3
0.191,0.000856464,-0.364963245,101.929691,0.3
0.203,0.000856464,-0.364963245,101.929691,0.3
0.216,0.000856464,-0.364963245,101.929691,0.3
0.229,0.000856464,-0.364963245,101.9358796,0.2
0.242,0.000856464,-0.364963245,101.929691,0.3
0.254,0.000856464,-0.364963245,101.929691,0.3
0.267,0.001284696,-0.364963245,101.929691,0.3
0.28,0.000856464,-0.364963245,101.929691,0.3
0.292,0.001284696,-0.364963245,101.929691,0.3
0.305,0.001284696,-0.364963245,101.929691,0.3
0.318,0.001284696,-0.364963245,101.9358796,0.2
0.33,0.001284696,-0.364963245,101.929691,0.3
0.343,0.001284696,-0.364963245,101.9358796,0.2
0.356,0.001284696,-0.364963245,101.929691,0.3
0.369,0.001284696,-0.364963245,101.9358796,0.2
0.381,0.001284696,-0.364963245,101.9235025,0.4
0.394,0.000856464,-0.364963245,101.9358796,0.2
0.407,0.001284696,-0.364963245,101.929691,0.3
0.419,0.000856464,-0.397919792,101.9358796,0.2
0.432,0.001284696,-0.397919792,101.929691,0.3
0.445,0.001284696,-0.364963245,101.9358796,0.2
0.458,0.001284696,-0.364963245,101.929691,0.3
0.47,0.000856464,-0.364963245,101.929691,0.3
0.483,0.000856464,-0.397919792,101.929691,0.3
0.496,0.000856464,-0.397919792,101.929691,0.3
0.508,0.001284696,-0.397919792,101.929691,0.3
0.521,0.001284696,-0.364963245,101.929691,0.3
0.534,0.001284696,-0.364963245,101.929691,0.3
0.546,0.000856464,-0.364963245,101.929691,0.3
0.559,0.000856464,-0.364963245,101.929691,0.3
0.572,0.001284696,-0.364963245,101.929691,0.3
0.585,0.001284696,-0.364963245,101.929691,0.3
0.597,0.001284696,-0.364963245,101.929691,0.3
0.61,0.000856464,-0.364963245,101.929691,0.3
0.623,0.001284696,-0.364963245,101.929691,0.3
0.635,0.001284696,-0.364963245,101.929691,0.3
0.648,0.001284696,-0.364963245,101.929691,0.3
0.661,0.001284696,-0.364963245,101.929691,0.3
0.673,0.001284696,-0.364963245,101.929691,0.3
0.686,0.001284696,-0.364963245,101.929691,0.3
0.699,0.000856464,-0.364963245,101.929691,0.3
0.712,0.000856464,-0.364963245,101.929691,0.3
0.724,0.000856464,-0.364963245,101.929691,0.3
0.737,0.000856464,-0.364963245,101.929691,0.3
0.75,0.000856464,-0.364963245,101.929691,0.3
0.762,0.000856464,-0.364963245,101.929691,0.3
0.775,0.001284696,-0.364963245,101.929691,0.3
0.788,0.001284696,-0.364963245,101.929691,0.3
0.801,0.000856464,-0.332006698,101.929691,0.3
0.813,0.000856464,-0.332006698,101.929691,0.3
0.826,0.000856464,-0.332006698,101.929691,0.3
0.839,0.000856464,-0.332006698,101.929691,0.3
0.851,0.001284696,-0.332006698,101.929691,0.3
0.864,0.000856464,-0.332006698,101.929691,0.3
0.877,0.000856464,-0.332006698,101.929691,0.3
0.889,0.000856464,-0.332006698,101.929691,0.3
0.902,0.000856464,-0.332006698,101.929691,0.3
0.915,0.000856464,-0.364963245,101.9358796,0.2
0.928,0.000856464,-0.332006698,101.929691,0.3
0.94,0.000856464,-0.332006698,101.9596801,0.2
0.953,0.000856464,-0.332006698,101.929691,0.3
0.966,0.000856464,-0.332006698,101.929691,0.3
0.978,0.001284696,-0.332006698,101.929691,0.3
0.991,0.000856464,-0.332006698,101.929691,0.3
1.004,0.000856464,-0.332006698,101.929691,0.3
1.016,0.001284696,-0.299050151,101.929691,0.3
1.029,0.001284696,-0.299050151,101.929691,0.3
1.042,0.001284696,-0.299050151,101.929691,0.3
1.055,0.001284696,-0.299050151,101.929691,0.3
1.067,0.001284696,-0.299050151,101.929691,0.3
1.08,0.000856464,-0.299050151,101.9358796,0.2
1.093,0.000856464,-0.299050151,101.929691,0.3
1.105,0.000856464,-0.299050151,101.9358796,0.2
1.118,0.000856464,-0.26487299,101.929691,0.3
1.131,0.000856464,-0.26487299,101.9358796,0.2
1.144,0.000856464,-0.26487299,101.929691,0.3
1.156,0.000856464,-0.26487299,101.929691,0.3
1.169,0.000856464,-0.26487299,101.929691,0.3
1.182,0.000856464,-0.26487299,101.929691,0.3
1.194,0.000856464,-0.26487299,101.929691,0.3
1.207,0.001284696,-0.231916443,101.9534916,0.3
1.22,0.001284696,-0.231916443,101.929691,0.3
1.232,0.001284696,-0.26487299,101.929691,0.3
1.245,0.001284696,-0.26487299,101.929691,0.3
1.258,0.001284696,-0.26487299,101.929691,0.3
1.271,0.001284696,-0.26487299,101.929691,0.3
1.283,0.001284696,-0.26487299,101.929691,0.3
1.296,0.000856464,-0.26487299,101.929691,0.3
1.309,0.001284696,-0.26487299,101.929691,0.3
1.321,0.001284696,-0.299050151,101.929691,0.3
1.334,0.000856464,-0.332006698,101.929691,0.3
1.347,0.000856464,-0.332006698,101.929691,0.3
1.359,0.001284696,-0.397919792,101.929691,0.3
1.372,0.001284696,-0.430876339,101.929691,0.3
1.385,0.001284696,-0.498010047,101.929691,0.3
1.398,0.000856464,-0.563923141,101.929691,0.3
1.41,0.001284696,-0.629836235,101.929691,0.3
1.423,0.000856464,-0.696969943,101.929691,0.3
1.436,0.000856464,-0.762883037,101.929691,0.3
1.448,0.001284696,-0.828796131,101.929691,0.3
1.461,0.001284696,-0.895929839,101.929691,0.3
1.474,0.000856464,-0.961842933,101.8939902,0.3
1.487,0.000856464,-1.027756028,101.8939902,0.3
1.499,0.001284696,-1.094889735,101.8939902,0.3
1.512,0.001284696,-1.127846282,101.8939902,0.3
1.525,0.001284696,-1.193759376,101.9001787,0.2
1.537,0.001284696,-1.226715924,101.8939902,0.3
1.55,0.001284696,-1.260893084,101.9001787,0.2
1.563,0.001284696,-1.293849631,101.8878017,0.4
1.575,0.001284696,-1.326806178,101.9001787,0.2
1.588,0.001284696,-1.359762725,101.8878017,0.4
1.601,0.001284696,-1.359762725,101.9001787,0.2
1.614,0.001284696,-1.392719272,101.8939902,0.3
1.626,0.001284696,-1.392719272,101.9001787,0.2
1.639,0.001284696,-1.392719272,101.7939902,0.4
1.652,0.001284696,-1.392719272,101.8001787,0.3
1.664,0.001284696,-1.359762725,101.7521008,0.5
1.677,0.001284696,-1.359762725,101.7582893,0.4
1.69,0.001284696,-1.326806178,101.7582893,0.4
1.702,0.001284696,-1.293849631,101.7582893,0.4
1.715,0.001284696,-1.260893084,101.7939902,0.4
1.728,0.001284696,-1.226715924,101.7939902,0.4
1.741,0.001284696,-1.160802829,101.7582893,0.4
1.753,0.001284696,-1.127846282,101.7582893,0.4
1.766,0.001284696,-1.061933188,101.7582893,0.4
1.779,0.00214116,-0.99479948,101.7582893,0.4
1.791,0.001284696,-0.928886386,101.7582893,0.4
1.804,0.001284696,-0.862973292,101.7582893,0.4
1.817,0.001284696,-0.795839584,101.7644778,0.3
1.83,0.001284696,-0.72992649,101.7582893,0.4
1.842,0.001284696,-0.662792783,101.7582893,0.4
1.855,0.001284696,-0.563923141,101.7939902,0.4
1.868,0.001284696,-0.498010047,101.7939902,0.4
1.88,0.001284696,-0.430876339,101.7939902,0.4
1.893,0.001284696,-0.364963245,101.7939902,0.4
1.906,0.001284696,-0.299050151,101.7939902,0.4
1.918,0.001284696,-0.231916443,101.7939902,0.4
1.931,0.001284696,-0.166003349,101.7939902,0.4
1.944,0.001284696,-0.100090254,101.7939902,0.4
1.957,0.001284696,-0.032956547,101.7939902,0.4
1.969,0.001284696,0.032956547,101.7939902,0.4
1.982,0.001284696,0.100090254,101.7939902,0.4
1.995,0.001284696,0.166003349,101.7939902,0.4
2.007,0.001284696,0.26487299,101.7939902,0.4
2.02,0.001284696,0.332006698,101.7939902,0.4
2.033,0.001284696,0.364963245,101.7939902,0.4
2.045,0.001284696,0.430876339,101.7939902,0.4
2.058,0.001284696,0.498010047,101.6939902,0.5
2.071,0.001284696,0.530966594,101.6939902,0.5
2.084,0.000856464,0.596879688,101.6939902,0.5
2.096,0.000856464,0.629836235,101.6939902,0.5
2.109,0.000856464,0.662792783,101.6939902,0.5
2.122,0.000856464,0.696969943,101.7001787,0.4
2.134,0.000856464,0.762883037,101.6939902,0.5
2.147,0.000856464,0.762883037,101.7001787,0.4
2.16,0.001284696,0.795839584,101.6939902,0.5
2.173,0.000856464,0.795839584,101.6939902,0.5
2.185,0.000856464,0.828796131,101.6939902,0.5
2.198,0.000856464,0.828796131,101.6939902,0.5
2.211,0.000856464,0.828796131,101.6582893,0.5
