Project: Evolutionary Intensity Measures for More Accurate and Informative Liquefaction Hazard Evaluation,,,,
Exp9: 33 to 55% Relative Density Cyclic Simple Shear Tests under Transient Loadings,,,,
Operator: Wing Shun Kwan,,,,
Date: 2013-01-15,,,,
,,,,
Time [sec],Shear Strain [%],Shear Stress [kPa],Effective Vertical Stress [kPa],Excess Pore Pressure [kPa]
0.001,0,0.052486353,103.45509,0.3
0.013,0,0.052486353,103.5489015,0.3
0.026,0,0.052486353,103.55509,0.2
0.038,-0.000426089,0.086663513,103.5132006,0.3
0.051,0,0.11962006,103.5132006,0.3
0.064,0,0.152576607,103.5132006,0.3
0.076,0,0.218489702,103.4132006,0.4
0.089,0,0.252666862,103.4193891,0.3
0.102,0,0.285623409,103.4132006,0.4
0.115,0,0.285623409,103.5132006,0.3
0.127,0,0.285623409,103.5132006,0.3
0.14,0,0.285623409,103.5132006,0.3
0.153,0,0.318579956,103.5132006,0.3
0.165,0,0.318579956,103.5132006,0.3
0.178,0,0.318579956,103.5489015,0.3
0.191,0,0.318579956,103.5193891,0.2
0.203,0,0.285623409,103.4193891,0.3
0.216,0,0.285623409,103.5193891,0.2
0.229,0,0.285623409,103.5193891,0.2
0.242,0,0.285623409,103.5132006,0.3
0.254,0,0.285623409,103.5193891,0.2
0.267,0,0.285623409,103.5132006,0.3
0.28,0,0.285623409,103.5193891,0.2
0.292,0,0.285623409,103.4132006,0.4
0.305,0,0.285623409,103.4255776,0.2
0.318,0,0.285623409,103.5070121,0.4
0.33,0,0.285623409,103.5193891,0.2
0.343,0,0.252666862,103.5070121,0.4
0.356,0,0.252666862,103.5193891,0.2
0.369,-0.000426089,0.252666862,103.5070121,0.4
0.381,-0.000426089,0.252666862,103.5193891,0.2
0.394,-0.000426089,0.252666862,103.5132006,0.3
0.407,0,0.252666862,103.5193891,0.2
0.419,0,0.218489702,103.4132006,0.4
0.432,0,0.218489702,103.4193891,0.3
0.445,0,0.218489702,103.4132006,0.4
0.458,0,0.218489702,103.5132006,0.3
0.47,-0.000426089,0.218489702,103.5132006,0.3
0.483,-0.000426089,0.185533155,103.5132006,0.3
0.496,0,0.185533155,103.5193891,0.2
0.508,0,0.185533155,103.5132006,0.3
0.521,0,0.185533155,103.4193891,0.3
0.534,0,0.185533155,103.4193891,0.3
0.546,0,0.185533155,103.5193891,0.2
0.559,0,0.185533155,103.5132006,0.3
0.572,-0.000426089,0.185533155,103.5132006,0.3
0.585,0,0.185533155,103.5132006,0.3
0.597,0,0.185533155,103.5132006,0.3
0.61,0,0.185533155,103.4193891,0.3
0.623,0,0.185533155,103.4193891,0.3
0.635,0,0.185533155,103.4193891,0.3
0.648,0,0.152576607,103.5193891,0.2
0.661,0,0.152576607,103.5193891,0.2
0.673,0,0.152576607,103.5132006,0.3
0.686,0,0.152576607,103.5132006,0.3
0.699,0,0.152576607,103.5132006,0.3
0.712,0,0.152576607,103.5132006,0.3
0.724,0,0.152576607,103.5132006,0.3
0.737,0,0.152576607,103.5132006,0.3
0.75,0,0.152576607,103.5193891,0.2
0.762,0,0.152576607,103.5132006,0.3
0.775,0,0.152576607,103.5193891,0.2
0.788,0,0.152576607,103.5132006,0.3
0.801,0,0.152576607,103.5193891,0.2
0.813,0,0.152576607,103.5070121,0.4
0.826,0,0.152576607,103.5193891,0.2
0.839,0,0.152576607,103.5070121,0.4
0.851,0,0.152576607,103.4255776,0.2
0.864,0,0.152576607,103.4132006,0.4
0.877,0,0.11962006,103.5193891,0.2
0.889,0,0.11962006,103.5070121,0.4
0.902,0,0.11962006,103.5193891,0.2
0.915,0,0.11962006,103.5070121,0.4
0.928,0,0.11962006,103.5132006,0.3
0.94,0,0.11962006,103.5132006,0.3
0.953,0,0.11962006,103.5193891,0.2
0.966,0,0.11962006,103.4193891,0.3
0.978,-0.000426089,0.11962006,103.4193891,0.3
0.991,0,0.11962006,103.5193891,0.2
1.004,0,0.11962006,103.5132006,0.3
1.016,-0.000426089,0.11962006,103.5132006,0.3
1.029,-0.000426089,0.086663513,103.5132006,0.3
1.042,0,0.086663513,103.4193891,0.3
1.055,-0.000426089,0.086663513,103.5132006,0.3
1.067,-0.000426089,0.086663513,103.5132006,0.3
1.08,-0.000426089,0.086663513,103.5132006,0.3
1.093,0,0.086663513,103.5132006,0.3
1.105,0,0.086663513,103.5132006,0.3
1.118,0,0.086663513,103.5132006,0.3
1.131,0,0.086663513,103.5132006,0.3
1.144,0,0.086663513,103.4132006,0.4
1.156,-0.000426089,0.052486353,103.5193891,0.2
1.169,-0.000426089,0.052486353,103.4132006,0.4
1.182,-0.000426089,0.086663513,103.5193891,0.2
1.194,0,0.086663513,103.4132006,0.4
1.207,0,0.086663513,103.4193891,0.3
1.22,-0.000426089,0.086663513,103.4193891,0.3
1.232,-0.000426089,0.052486353,103.5132006,0.3
1.245,-0.000426089,0.052486353,103.5132006,0.3
1.258,0,0.052486353,103.5132006,0.3
1.271,0,0.052486353,103.5132006,0.3
1.283,-0.000426089,0.052486353,103.5132006,0.3
1.296,-0.000426089,0.052486353,103.5132006,0.3
1.309,-0.000426089,0.052486353,103.5132006,0.3
1.321,-0.000426089,0.052486353,103.5193891,0.2
1.334,-0.000426089,0.052486353,103.5132006,0.3
1.347,-0.000426089,0.052486353,103.4193891,0.3
1.359,-0.000426089,0.052486353,103.4132006,0.4
1.372,0,0.052486353,103.5193891,0.2
1.385,0,0.052486353,103.5132006,0.3
1.398,0,0.052486353,103.5193891,0.2
1.41,-0.000426089,0.052486353,103.5132006,0.3
1.423,-0.000426089,0.052486353,103.5193891,0.2
1.436,-0.000426089,0.052486353,103.4132006,0.4
1.448,0,0.052486353,103.4132006,0.4
1.461,0,0.052486353,103.5193891,0.2
1.474,0,0.019529806,103.5132006,0.3
1.487,0,0.052486353,103.5132006,0.3
1.499,0.000852177,0.019529806,103.5132006,0.3
1.512,0,0.019529806,103.5193891,0.2
1.525,0,0.019529806,103.5132006,0.3
1.537,0,0.019529806,103.5193891,0.2
1.55,-0.000426089,0.019529806,103.4132006,0.4
1.563,-0.000426089,0.019529806,103.4193891,0.3
1.575,-0.000426089,0.019529806,103.4132006,0.4
1.588,-0.000426089,0.019529806,103.5193891,0.2
1.601,-0.000426089,0.019529806,103.5132006,0.3
1.614,0,0.019529806,103.5193891,0.2
1.626,0,0.019529806,103.5132006,0.3
1.639,0,0.019529806,103.4193891,0.3
1.652,0,0.019529806,103.4193891,0.3
