Project: Evolutionary Intensity Measures for More Accurate and Informative Liquefaction Hazard Evaluation,,,,
Exp9: 33 to 55% Relative Density Cyclic Simple Shear Tests under Transient Loadings,,,,
Operator: Wing Shun Kwan,,,,
Date: 2013-03-26,,,,
,,,,
Time [sec],Shear Strain [%],Shear Stress [kPa],Effective Vertical Stress [kPa],Excess Pore Pressure [kPa]
0.001,0,0,102.9473031,0.1
0.013,0,0,102.9473031,0.1
0.026,0.000849895,0,103.0411146,0.1
0.038,0.000849895,0,102.9411146,0.2
0.051,0.000849895,0,102.917314,0.2
0.064,0,0,102.8235025,0.2
0.076,0,0,102.929691,0
0.089,0,0,102.929691,0
0.102,0,0,102.9235025,0.1
0.115,0,0,103.0235025,0
0.127,0,0,102.929691,0
0.14,0.000849895,0,103.0235025,0
0.153,0.000849895,0,102.9235025,0.1
0.165,0.000849895,0,103.017314,0.1
0.178,0.000849895,0,103.0235025,0
0.191,0,0,103.0111255,0.2
0.203,0,-0.032956547,103.0235025,0
0.216,0,-0.032956547,103.017314,0.1
0.229,0.000849895,-0.032956547,102.9235025,0.1
0.242,0,-0.032956547,102.917314,0.2
0.254,0.000849895,-0.032956547,102.9235025,0.1
0.267,0.000849895,-0.032956547,102.8235025,0.2
0.28,0,-0.032956547,102.829691,0.1
0.292,0.000849895,-0.032956547,102.9235025,0.1
0.305,0.000849895,-0.032956547,102.9235025,0.1
0.318,0.000849895,-0.032956547,103.017314,0.1
0.33,0,-0.032956547,103.017314,0.1
0.343,0.000849895,-0.032956547,103.017314,0.1
0.356,0,-0.032956547,103.017314,0.1
0.369,0.000849895,-0.032956547,102.9235025,0.1
0.381,0,-0.032956547,103.0235025,0
0.394,0,-0.032956547,102.917314,0.2
0.407,0,-0.032956547,102.9235025,0.1
0.419,0,-0.032956547,102.9235025,0.1
0.432,0,-0.032956547,102.9235025,0.1
0.445,0,-0.032956547,102.917314,0.2
0.458,0.000849895,-0.032956547,102.929691,0
0.47,0.000849895,-0.032956547,102.917314,0.2
0.483,0.000849895,0,102.829691,0.1
0.496,0,-0.032956547,102.8235025,0.2
0.508,0.000849895,0,102.9235025,0.1
0.521,0.000849895,0,103.017314,0.1
0.534,0.000849895,-0.032956547,103.0235025,0
0.546,0.000849895,-0.032956547,103.017314,0.1
0.559,0,0,103.0235025,0
0.572,0,0,102.917314,0.2
0.585,0.000849895,0,102.929691,0
0.597,0.000849895,0,102.8235025,0.2
0.61,0.000849895,0,102.9235025,0.1
0.623,0.000849895,0,102.9235025,0.1
0.635,0.000849895,0,103.017314,0.1
0.648,0.000849895,0,103.0235025,0
0.661,0.000849895,0,102.8235025,0.2
0.673,0,0.032956547,102.829691,0.1
0.686,0,0.032956547,102.917314,0.2
0.699,0,0.032956547,103.0235025,0
0.712,0,0.032956547,103.017314,0.1
0.724,0,0.032956547,103.017314,0.1
0.737,0,0.032956547,103.017314,0.1
0.75,0,0.032956547,103.017314,0.1
0.762,0.000849895,0.032956547,102.9235025,0.1
0.775,0,0.032956547,102.9235025,0.1
0.788,0,0.032956547,102.9235025,0.1
0.801,0,0.032956547,102.9534916,0
0.813,0.000849895,0.032956547,102.9235025,0.1
0.826,0.000849895,0.032956547,102.917314,0.2
0.839,0.000849895,0.032956547,102.917314,0.2
0.851,0,0.032956547,102.9235025,0.1
0.864,0.000849895,0.032956547,102.8235025,0.2
0.877,0,0.032956547,102.929691,0
0.889,0,0.032956547,102.9235025,0.1
0.902,0,0.032956547,102.9235025,0.1
0.915,0.000849895,0.032956547,102.9235025,0.1
0.928,0.000849895,0.065913094,103.0235025,0
0.94,0.000849895,0.065913094,103.017314,0.1
0.953,0,0.065913094,103.0235025,0
0.966,0,0.065913094,102.917314,0.2
0.978,0.000849895,0.065913094,102.9235025,0.1
0.991,0,0.065913094,103.0411146,0.1
1.004,0.000849895,0.065913094,103.0473031,0
1.016,0,0.065913094,102.9235025,0.1
1.029,0,0.065913094,102.9235025,0.1
1.042,0,0.065913094,102.8235025,0.2
1.055,0,0.065913094,103.0235025,0
1.067,0,0.065913094,103.017314,0.1
1.08,0,0.100090254,103.017314,0.1
1.093,0,0.100090254,102.9235025,0.1
1.105,0,0.100090254,102.9235025,0.1
1.118,0,0.100090254,102.9235025,0.1
1.131,0,0.100090254,102.917314,0.2
1.144,0,0.100090254,102.9235025,0.1
1.156,0,0.100090254,102.9235025,0.1
1.169,0,0.133046802,102.9235025,0.1
1.182,0,0.133046802,102.9235025,0.1
1.194,0,0.133046802,102.9235025,0.1
1.207,0,0.133046802,102.9235025,0.1
1.22,0.000849895,0.133046802,102.829691,0.1
1.232,0.000849895,0.133046802,102.9235025,0.1
1.245,0,0.133046802,102.917314,0.2
1.258,0,0.133046802,102.9235025,0.1
1.271,0.000849895,0.100090254,103.0235025,0
1.283,0.000849895,0.100090254,102.9235025,0.1
1.296,0.000849895,0.065913094,102.917314,0.2
1.309,0.000849895,0.032956547,102.9235025,0.1
1.321,0,0.032956547,102.8235025,0.2
1.334,0.000849895,0.032956547,102.9235025,0.1
1.347,0.000849895,0,102.917314,0.2
1.359,0.000849895,0,102.9235025,0.1
1.372,0,-0.032956547,102.829691,0.1
1.385,0,-0.065913094,102.829691,0.1
1.398,0,-0.065913094,102.929691,0
1.41,0.000849895,-0.100090254,102.917314,0.2
1.423,0.000849895,-0.133046802,103.0235025,0
1.436,0.000849895,-0.198959896,103.017314,0.1
1.448,0.000849895,-0.26487299,103.0235025,0
1.461,0.000849895,-0.299050151,102.9235025,0.1
1.474,0.000849895,-0.364963245,102.929691,0
1.487,0.000849895,-0.430876339,103.017314,0.1
1.499,0.000849895,-0.498010047,102.9235025,0.1
1.512,0.000849895,-0.530966594,102.9235025,0.1
1.525,0.000849895,-0.596879688,102.9235025,0.1
1.537,0,-0.662792783,102.917314,0.2
1.55,0,-0.72992649,103.0235025,0
1.563,0.000849895,-0.762883037,102.9235025,0.1
1.575,0.000849895,-0.795839584,102.929691,0
1.588,0.000849895,-0.862973292,102.9235025,0.1
1.601,0.000849895,-0.862973292,103.017314,0.1
1.614,0.000849895,-0.895929839,102.9235025,0.1
1.626,0.000849895,-0.895929839,102.9235025,0.1
1.639,0,-0.895929839,103.017314,0.1
1.652,0,-0.895929839,103.017314,0.1
1.664,0.000849895,-0.895929839,103.017314,0.1
1.677,0.000849895,-0.862973292,102.8235025,0.2
1.69,0,-0.862973292,102.9235025,0.1
1.702,0,-0.828796131,102.929691,0
1.715,0,-0.762883037,102.917314,0.2
1.728,0,-0.72992649,102.9235025,0.1
1.741,0,-0.696969943,102.9235025,0.1
1.753,0,-0.629836235,102.9235025,0.1
1.766,0,-0.596879688,103.017314,0.1
1.779,0,-0.530966594,103.0235025,0
1.791,0,-0.463832887,102.8878017,0.1
1.804,0.000849895,-0.397919792,102.9235025,0.1
1.817,0,-0.332006698,102.9235025,0.1
1.83,0,-0.26487299,102.9235025,0.1
1.842,0,-0.198959896,102.9235025,0.1
1.855,0,-0.133046802,102.8235025,0.2
1.868,0.000849895,-0.032956547,102.829691,0.1
1.88,0.000849895,0.032956547,102.917314,0.2
1.893,0.000849895,0.100090254,102.9235025,0.1
1.906,0,0.166003349,103.017314,0.1
1.918,0.000849895,0.26487299,103.017314,0.1
1.931,0.000849895,0.332006698,103.0111255,0.2
1.944,0.000849895,0.397919792,102.9235025,0.1
1.957,0,0.430876339,102.8235025,0.2
1.969,0.000849895,0.498010047,102.829691,0.1
1.982,0,0.563923141,102.817314,0.3
1.995,0.000849895,0.629836235,102.8235025,0.2
2.007,0.000849895,0.662792783,102.8235025,0.2
2.02,0,0.72992649,102.7878017,0.2
2.033,0.000849895,0.795839584,102.7816132,0.3
2.045,0,0.862973292,102.7939902,0.1
2.058,0.000849895,0.895929839,102.7878017,0.2
2.071,0,0.961842933,102.7521008,0.2
2.084,0.000849895,0.99479948,102.8459123,0.2
2.096,0,1.061933188,102.7521008,0.2
2.109,0.000849895,1.094889735,102.7459123,0.3
2.122,0.000849895,1.127846282,102.8459123,0.2
2.134,0,1.160802829,102.8397238,0.3
2.147,0,1.160802829,102.6521008,0.3
2.16,0,1.193759376,102.7459123,0.3
2.173,0,1.226715924,102.7582893,0.1
2.185,0,1.226715924,102.7459123,0.3
2.198,0,1.226715924,102.7582893,0.1
2.211,0,1.226715924,102.6459123,0.4
2.223,0,1.226715924,102.7225884,0.1
2.236,0,1.226715924,102.6102114,0.4
2.249,0,1.226715924,102.6225884,0.2
2.261,0,1.193759376,102.6163999,0.3
2.274,0,1.193759376,102.7225884,0.1
2.287,0,1.160802829,102.7102114,0.3
2.3,0,1.127846282,102.7225884,0.1
2.312,0,1.094889735,102.6163999,0.3
2.325,0.000849895,1.061933188,102.7102114,0.3
2.338,0.000849895,1.061933188,102.7102114,0.3
2.35,0,1.027756028,102.7163999,0.2
2.363,0,0.99479948,102.7163999,0.2
2.376,0,0.99479948,102.7163999,0.2
2.388,0,0.961842933,102.7163999,0.2
2.401,0,0.928886386,102.6163999,0.3
2.414,0.000849895,0.895929839,102.7225884,0.1
2.427,0,0.828796131,102.6521008,0.3
2.439,0,0.795839584,102.6163999,0.3
2.452,0,0.762883037,102.7163999,0.2
2.465,0,0.72992649,102.8102114,0.2
2.477,0,0.696969943,102.8102114,0.2
2.49,0,0.662792783,102.8459123,0.2
2.503,0,0.629836235,102.7102114,0.3
2.516,0,0.629836235,102.7163999,0.2
2.528,0,0.596879688,102.7163999,0.2
2.541,0.000849895,0.596879688,102.8102114,0.2
2.554,0,0.563923141,102.8163999,0.1
2.566,0,0.563923141,102.7163999,0.2
2.579,0,0.563923141,102.6163999,0.3
2.592,0,0.596879688,102.7102114,0.3
2.604,0,0.596879688,102.7102114,0.3
2.617,0,0.629836235,102.7521008,0.2
2.63,0,0.662792783,102.7459123,0.3
2.643,0,0.696969943,102.7163999,0.2
2.655,0,0.72992649,102.8459123,0.2
2.668,0,0.762883037,102.7521008,0.2
2.681,0,0.762883037,102.7459123,0.3
2.693,0,0.795839584,102.7582893,0.1
2.706,0,0.795839584,102.6521008,0.3
